titles,discripsion,lastest_Chap,condition,view,follow,link 
Monkey Peak - Đỉnh Núi Khỉ,Cả nhóm đi leo núi và chết từng người từng người bởi con vượn quỹ. Nhưng bất ngờ hơn là ngoài con vượn ra còn 1 kẻ sát nhân khác nữa. Cùng khám phá nhé,Chapter 120,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,235,185","Lượt theo dõi: 1,923",https://truyenqqhot.com/truyen-tranh/monkey-peak-dinh-nui-khi-3170
Sát Thủ Đeo Mặt Nạ,"Domino là một sát thủ đâm thuê giết mướn, nhưng lại chuyên giết nhầm mục tiêu. Trong một lần đi làm nhiệm vụ, Domino chẳng may lại bị chính mục tiêu của mình bắn chết. Chính trong lúc sắp sửa từ giã cõi đời, linh hồn Domino vì một lí do bí hiểm đã vô tình phân tách ra làm đôi. Điều này đã mở màn cho...",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 66,558",Lượt theo dõi: 171,https://truyenqqhot.com/truyen-tranh/sat-thu-deo-mat-na-3165
Karada Sagashi,"Chuyện không kể lúc nửa đêm về người phụ nữ mặc đồ đỏ. ""Này, Asuka ... hãy tìm cơ thể giúp ta"". Tại trường học, vào nửa đêm, Asuka và bạn cô ấy phải tìm kiếm những phần cơ thể đã bị cắt của con ma. Nếu họ không tìm thấy, ngày 9/11 sẽ được lặp lại và người mang đồ đỏ sẽ đến giết họ. Ai là người mang ...",Chapter 151,Tình trạng: Hoàn Thành,"Lượt xem: 3,019,520","Lượt theo dõi: 3,028",https://truyenqqhot.com/truyen-tranh/karada-sagashi-3151
Erma,,Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 50,072",Lượt theo dõi: 138,https://truyenqqhot.com/truyen-tranh/erma-3142
Youkai Ningen,"Nhân vật chính của chúng ta bị bắt cóc và tỉnh dậy trong một căn phòng bí ẩn, cùng với một cô gái cũng giống như cậu. Cả hai đều mang trên cổ một chiếc vòng kì lạ đến chết người. Chiếc điện thoại mà cậu nắm giữ chỉ có thể liên lạc với những kẻ điên loạn đứng sau chuyện này. Không một kẽ hở, không mộ...",Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 16,355",Lượt theo dõi: 82,https://truyenqqhot.com/truyen-tranh/youkai-ningen-3133
Thảm Họa Marhawa,,Chapter 33,Tình trạng: Đang Cập Nhật,"Lượt xem: 96,534",Lượt theo dõi: 94,https://truyenqqhot.com/truyen-tranh/tham-hoa-marhawa-3116
Thiên Chi Tĩnh,"Cô có, mỗi người đều mượn sách. Cuộc đời mỗi người đều là một quyển sách. Các người là người viết sách, cũng là người mượn sách, ngày chết đi đã tới hạn, cũng là lúc phải ngừng bút. Còn cô, tại sao vẫn mãi không chịu dừng bút chứ?",Chapter 14,Tình trạng: Đang Cập Nhật,"Lượt xem: 38,632",Lượt theo dõi: 27,https://truyenqqhot.com/truyen-tranh/thien-chi-tinh-3103
Luyện Ngục Trọng Sinh,"Nhân vật chính bị người yêu giết chết không rõ nguyên nhân, không cam lòng, ngàn khổ vạn khổ cũng phải tìm ra chân tướng!",Chapter 192,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,898,445","Lượt theo dõi: 2,324",https://truyenqqhot.com/truyen-tranh/luyen-nguc-trong-sinh-3037
Corpse Party: Book Of Shadows,,Chapter 20,Tình trạng: Đang Cập Nhật,"Lượt xem: 43,916",Lượt theo dõi: 86,https://truyenqqhot.com/truyen-tranh/corpse-party-book-of-shadows-2982
Ký Sinh Trùng,"Một người đàn ông nghiên cứu ký sinh trùng, đủ thể loại ký sinh trùng để giúp con người giảm cân, bất tử, sức khỏe, hạnh phúc.... vân vân mây mây; nhưng có vẻ khách hàng của của ông ta không được hạnh phúc lắm thì phải ...",Chapter 18,Tình trạng: Đang Cập Nhật,"Lượt xem: 82,273",Lượt theo dõi: 122,https://truyenqqhot.com/truyen-tranh/ky-sinh-trung-2980
Thần Ảnh Mê Hành,,Chapter 57,Tình trạng: Đang Cập Nhật,"Lượt xem: 165,234",Lượt theo dõi: 143,https://truyenqqhot.com/truyen-tranh/than-anh-me-hanh-2960
Were Wolf,"Sự xuất hiện của người sói giữa thành phố xa hoa tráng lệ , đây là phúc hay họa ?!?",Chapter 102,Tình trạng: Đang Cập Nhật,"Lượt xem: 445,287","Lượt theo dõi: 1,017",https://truyenqqhot.com/truyen-tranh/were-wolf-2951
Diệt Thần Mật Mã,"Nhân loại phát triển, tiến hóa đến nay, có nhiều người tin rằng là do Thần sáng tạo ra thế giới này mang đến hi vọng và ý nghĩa cuộc sống. Ma mang đến thối nát và tuyệt vọng. Tự tư, tham lam đã làm con người mục rữa, thiên tai liên miên... Thế giới này cần có ""Diệt Thần Mật Mã""",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,993",Lượt theo dõi: 9,https://truyenqqhot.com/truyen-tranh/diet-than-mat-ma-2851
Horror Show,"Mẫu truyện tranh kinh dị, hư cấu...nhưng vừa đủ để mất ngủ đêm khuya...",Chapter 38,Tình trạng: Đang Cập Nhật,"Lượt xem: 52,640",Lượt theo dõi: 104,https://truyenqqhot.com/truyen-tranh/horror-show-2722
Chung Quỳ Sâm Lâm,,Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,604",Lượt theo dõi: 29,https://truyenqqhot.com/truyen-tranh/chung-quy-sam-lam-2694
Con Đường Kỳ Bí,"Những hiện tượng kỳ lạ liên tiếp xãy ra tại trường đại học Minh Nam, dường như có những thế lực xấu xa muốn chiếm đoạt thể xác của A Tạng, liệu cuộc sống của cậu sinh viên năm nhất này sẽ trở nên như thế nào, khi quá khứ của cậu cũng có quá nhiều bí mật…",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 5,412",Lượt theo dõi: 24,https://truyenqqhot.com/truyen-tranh/con-duong-ky-bi-2680
Tấm Da Người,Nếu trên đời có một tấm áo đánh cắp dung mạo của người khác thì sao…?,Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 45,761",Lượt theo dõi: 50,https://truyenqqhot.com/truyen-tranh/tam-da-nguoi-2651
Yuureitou,"Năm 1952, một bà lão đã bị sát hại dã man trên khuôn quay của toà tháp đồng hồ, kể từ đó một bóng đen ma ám bao trùm lên toàn toà tháp, không còn ai dám đến gần nơi đáng sợ đó nữa. Suốt 2 năm trời, toà tháp đồng hộ lặng thinh không hề dịch chuyển một lần nào nữa, cho đến đêm đó. Cái đêm mà từ đây mọ...",Chapter 80,Tình trạng: Đang Cập Nhật,"Lượt xem: 99,727",Lượt theo dõi: 124,https://truyenqqhot.com/truyen-tranh/yuureitou-2625
Michin Phù Thủy Tái Sinh,,Chapter 14,Tình trạng: Đang Cập Nhật,"Lượt xem: 30,160",Lượt theo dõi: 51,https://truyenqqhot.com/truyen-tranh/michin-phu-thuy-tai-sinh-2551
Tiểu Quỷ,,Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 62,311",Lượt theo dõi: 91,https://truyenqqhot.com/truyen-tranh/tieu-quy-2537
Ogeha,,Chapter 16,Tình trạng: Hoàn Thành,"Lượt xem: 182,730",Lượt theo dõi: 207,https://truyenqqhot.com/truyen-tranh/ogeha-2524
Kokushi No Shima,"Hai người bạn điều tra sự biến mất của một nhà văn trên một hòn đảo nhỏ vốn là phần đất bị tách khỏi đại lục kể từ sự sụp đổ của Thần đạo trong thời Meji. Họ gặp phải những sự kiện kỳ lạ, như xác một phụ nữ khỏa thân treo ngược trên cây trong một đêm giông bão. Người dân địa phương nói về các truyền...",Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 22,596",Lượt theo dõi: 28,https://truyenqqhot.com/truyen-tranh/kokushi-no-shima-2501
Chuyện Lạ Đêm Khuya,"Những câu chuyện xoay quanh những cái chết bí ẩn với nhiều tình tiết, khung cảnh máu me. Nhưng lại đem đến cho người đọc một suy nghĩ về đạo đức, triết lý sâu xa của con người.",Chapter 119,Tình trạng: Đang Cập Nhật,"Lượt xem: 148,663",Lượt theo dõi: 147,https://truyenqqhot.com/truyen-tranh/chuyen-la-dem-khuya-2460
Nhà Tù Thí Nghiệm,"Eyama Aito, một học sinh trung học, là nạn nhân của những vụ bắt nạt. Một ngày nọ, một bức thư lạ đã được gửi đến và mời cậu tham gia “Trò chơi giam cầm”. Cậu ấy có thể chọn một người làm kẻ bị cầm tù trong vòng một tháng với cơ hội thắng một giải thưởng lớn. Cậu ấy đã chọn kẻ cầm đầu của việc bắt n...",Chapter 60,Tình trạng: Đang Cập Nhật,"Lượt xem: 561,882","Lượt theo dõi: 2,015",https://truyenqqhot.com/truyen-tranh/nha-tu-thi-nghiem-2403
Thược Dược Vãn Ca,"Từ một đứa con cưng được nuông chiều trong phủ Thái Sư, sau đó bị hoàng đế đưa vào nội cung. hững phi tử trong thâm cung ấy ai ai cũng tranh dành quyền lực, đấu đá lẫn nhau. Cô con gái mới vào cung đó không hiểu thế sự thì chỉ có thập tử nhất sinh, nhưng qua thời gian đã biến đổi thành người năm quy...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,896",Lượt theo dõi: 22,https://truyenqqhot.com/truyen-tranh/thuoc-duoc-van-ca-2392
Colder - Toss The Bones,"Declan và Reece dần hồi phục sau các tổn thương về mặt thể chất và tinh thần của mình trong cuộc chạm trán với tên quái vật Swivel, nhưng đáng tiếc cả hai lại không hề biết rằng một sinh vật tàn ác và đầy dã tâm có tên Nimble Jack đã được hồi sinh từ cái chết đen tối của Swivel, giờ đây Jack tự do đ...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,014",Lượt theo dõi: 15,https://truyenqqhot.com/truyen-tranh/colder-toss-the-bones-2373
Vợ Ma,"Gisin, là loài có hình dạng con người nhưng thực chất là một con ma, thường hay nói những câu kì quặc như ""Cưng có muốn làm vợ anh không..."". Và một ngày nọ, con ma này gặp được Eunah và bắt đầu theo đuổi cổ và sau đó chờ đợi để ăn thịt cổ",Chapter 135,Tình trạng: Đang Cập Nhật,"Lượt xem: 289,653",Lượt theo dõi: 660,https://truyenqqhot.com/truyen-tranh/vo-ma-2364
Thiện Nữ U Hồn,,Chapter 54,Tình trạng: Đang Cập Nhật,"Lượt xem: 57,879",Lượt theo dõi: 113,https://truyenqqhot.com/truyen-tranh/thien-nu-u-hon-2309
Kancil,,Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,021",Lượt theo dõi: 20,https://truyenqqhot.com/truyen-tranh/kancil-2289
Hồi Sinh,,Chapter 47,Tình trạng: Đang Cập Nhật,"Lượt xem: 63,631",Lượt theo dõi: 47,https://truyenqqhot.com/truyen-tranh/hoi-sinh-2245
Gift ±,,Chapter 87,Tình trạng: Đang Cập Nhật,"Lượt xem: 228,942",Lượt theo dõi: 411,https://truyenqqhot.com/truyen-tranh/gift-2240
Bastard (Hwang Young Chan),Các vụ mất tích trong khu phố liên tục xảy ra. Ngày nạn nhân bị mất tích trùng với ngày ba Jin Seon đi công tác. Ẩn sâu một Jin Seon thường hay bị bạn bè bắt nạt thật sự là...........,Chapter 77,Tình trạng: Đang Cập Nhật,"Lượt xem: 35,835",Lượt theo dõi: 82,https://truyenqqhot.com/truyen-tranh/bastard-hwang-young-chan-2203
Suicide Island,Một câu chuyện ý nghĩa về cuộc sống. Chết có phải là hết và liệu con người ta có đủ can đảm để làm việc đó. Hãy cùng những nhân vật của chúng đi tìm lại ý nghĩa cuộc sống trên một hoang đảo( nơi ranh giới giữa sự sống và cái chết).,Chapter 123,Tình trạng: Đang Cập Nhật,"Lượt xem: 400,618",Lượt theo dõi: 480,https://truyenqqhot.com/truyen-tranh/suicide-island-2182
Chimamire Sukeban Chainsaw,"Geeko Nokomura – một cô gái đang phải đơn độc để chiến đấu lại với cô bạn cùng lớp Nero Aoi – người đã biến tất cả những bạn học của mình thành Zombie. Để tiếp cận được Nero, Geeko buộc lòng phải tiêu diệt những người bạn cùng lớp đã bị hóa thành Zombie của mình.",Chapter 29,Tình trạng: Đang Cập Nhật,"Lượt xem: 43,624",Lượt theo dõi: 94,https://truyenqqhot.com/truyen-tranh/chimamire-sukeban-chainsaw-2111
M.I.A - Jakjeonjung Siljong,,Chapter 39,Tình trạng: Đang Cập Nhật,"Lượt xem: 43,396",Lượt theo dõi: 49,https://truyenqqhot.com/truyen-tranh/m-i-a-jakjeonjung-siljong-2099
Shoujo Shikkaku,"Một trường nữ sinh bình thường,cho đến một ngày,một trò chơi tử thần xảy ra trong ngôi trường,khi mà tất cả nữ sinh của trường đều bị chia ra từng cặp hai người với nhau để chung một mục đích giết hết các cặp đôi khác. Nhân vật chính của chúng ta, Akane là một cô nàng nhút nhát,ngay khi trò chơi bắt...",Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 10,390",Lượt theo dõi: 17,https://truyenqqhot.com/truyen-tranh/shoujo-shikkaku-2087
Trường Trung Học Linh Hồ Quái Sự,,Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 16,061",Lượt theo dõi: 94,https://truyenqqhot.com/truyen-tranh/truong-trung-hoc-linh-ho-quai-su-2053
Vua Của Vong Linh,,Chapter 200,Tình trạng: Đang Cập Nhật,"Lượt xem: 525,577",Lượt theo dõi: 831,https://truyenqqhot.com/truyen-tranh/vua-cua-vong-linh-2042
Trần Đăng Bảo Đàm,"Sự vật trên thế gian, hấp thụ phong thủy đặc biệt, hoặc là chịu ảnh hưởng của tình cảm con người, thì có khả năng xảy ra biến dị, sinh ra bảo khí, gây ảnh hưởng đặc biệt đến môi trường xung quanh. Một thanh niên làm thuê vô ý phát hiện dưới hồ bơi có xác khô, sau đó bị cuốn vào hàng loạt những sự vi...",Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 28,860",Lượt theo dõi: 63,https://truyenqqhot.com/truyen-tranh/tran-dang-bao-dam-2032
Tầng 19 Địa Ngục,,Chapter 51,Tình trạng: Đang Cập Nhật,"Lượt xem: 65,703",Lượt theo dõi: 109,https://truyenqqhot.com/truyen-tranh/tang-19-dia-nguc-2028
Seiketsu No Haguruma,"Từ xa xưa, thế giới tồn tại hai loại người khác biệt. Một loại mang trong mình dòng máu đỏ, loại kia mang dòng màu màu xanh. Họ cùng chung sống với nhau một cách vui vẻ. Nhưng rồi, theo thời gian, họ dần căm ghét nửa kia và chiến tranh nổ ra.",Chapter 14,Tình trạng: Đang Cập Nhật,"Lượt xem: 26,917",Lượt theo dõi: 82,https://truyenqqhot.com/truyen-tranh/seiketsu-no-haguruma-2025
Pygmalion,"HƠI GIỐNG DOLL, TỪ NỘI DUNG ĐẾN ""QUÁI"" CÂU CHUYỆN KỂ VỀ 1 NHẬT BẢN"" YÊU LINH VẬT, RỒI 1 NGÀY CHÍNH NHỮNG CON LINH VẬT ĐÓ TRỞ THÀNH VẬT SỐNG QUAY NGƯỢC LẠI ""ĂN TƯƠI NUỐT SỐNG CON NGƯỜI"". MAIN CHÍNH CỦA CHÚNG TA..ĐỌC ĐI RỒI BIẾT",Chapter 19,Tình trạng: Hoàn Thành,"Lượt xem: 246,547",Lượt theo dõi: 597,https://truyenqqhot.com/truyen-tranh/pygmalion-1978
Chí Tôn Chư Thiên,"Trong mắt của tất cả mọi người hắn chỉ là 1 kẻ háo sắc ham chơi, phong hoa tuyết nguyệt. Sau 3 năm đột nhiên mất tích hắn trở về, nhìn bề ngoài thì vẫn cứ đam mê sắc dục , ham vui đêm ngày, nhưng đẳng sau đó là ẩn chứa cả một thế lực thần bí….",Chapter 212,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,758,866","Lượt theo dõi: 3,026",https://truyenqqhot.com/truyen-tranh/chi-ton-chu-thien-1951
Tai Họa Chết Người,"Ngày 1 tháng 5 năm 2015, là khoảng thời gian “vi-rút X” xuất hiện tròn một năm, khắp nơi trên cả nước, số người chết vì trào máu đã vượt quá vạn người. Tuy rằng quốc gia đã đổ rất nhiều tiền để chế tạo vắcxin phòng bệnh, nhưng số người chết vẫn liên tục tăng lên như cũ………",Chapter 47,Tình trạng: Đang Cập Nhật,"Lượt xem: 92,227",Lượt theo dõi: 193,https://truyenqqhot.com/truyen-tranh/tai-hoa-chet-nguoi-1950
Điều Ước Của Người Phàm,"Vào một ngày đẹp trời, main vô tình thấy một trò chơi chiêu mộ. Tối đó đã nhận được một lá thư, lá thư nói về quy tắc và chi tiết của trò chơi. Kèm theo một tấm vé xe điện ngầm, thời gian là trước bình minh. Và main bắt tay vào công cuộc trả thù…",Chapter 46,Tình trạng: Đang Cập Nhật,"Lượt xem: 54,496",Lượt theo dõi: 162,https://truyenqqhot.com/truyen-tranh/dieu-uoc-cua-nguoi-pham-1918
Nguyên Mục,"Một cậu bé bỏ nhà ra đi bị tiêm thuốc mê bắt cóc bởi nhóm người lạ mặt, khi tỉnh dậy, trước mắt cậu là một phòng thí nghiệm thử nghiệm mạng sống con người. Cậu sẽ làm thế nào để dành giật lại mạng sống của mình và khám phá ra âm mưu đằng sau những thí nghiệm rùng rợn ấy? Liệu cậu có như hai vật thí ...",Chapter 268,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,354,386","Lượt theo dõi: 1,338",https://truyenqqhot.com/truyen-tranh/nguyen-muc-1908
Thâu Hồn,"Truyện về một con nam pháp sư dính với một thằng nữ bánh bèo cũng không có gì khác thường chỉ được cái máu liều và đê tiện... số nhọ đi tới đâu gặp ma tới đó. Truyện này dự báo là bá bệnh và bá lầy! Nếu muốn xem cái gì đó lầy, mới, bá thì vào đây!",Chapter 95,Tình trạng: Đang Cập Nhật,"Lượt xem: 237,669",Lượt theo dõi: 408,https://truyenqqhot.com/truyen-tranh/thau-hon-1864
Vùng Đất Kì Diệu,"Đã bao giờ bạn từng nghĩ thức dậy và thấy mình bỗng bị thu nhỏ chưa, tưởng tượng thôi đã thấy thú vị rồi phải không? Vậy hãy cũng theo chân Alice bé nhỏ và chú chó Poco của cô, khi mà thức dậy cô cùng tất cả mọi người bỗng nhiên bị thu nhỏ lại. Đọc cái info này bạn nghĩ ngay đến một câu chuyện thần ...",Chapter 18,Tình trạng: Đang Cập Nhật,"Lượt xem: 33,665",Lượt theo dõi: 95,https://truyenqqhot.com/truyen-tranh/vung-dat-ki-dieu-1862
Mushihime - Nữ Chúa Côn Trùng,"Takasago Ryōichi, một nam sinh cấp III, thường hay có một giấc mơ kỳ lạ về việc bị một nữ quỷ tấn công. Một ngày nọ, cậu bắt gặp một thiếu nữ vô cùng xinh đẹp, song cô gái ấy lại giống hệt nữ quỷ xuất hiện trong giấc mơ của cậu. Liệu đó có phải là một sự trùng hợp…??",Chapter 24,Tình trạng: Đang Cập Nhật,"Lượt xem: 118,315",Lượt theo dõi: 242,https://truyenqqhot.com/truyen-tranh/mushihime-nu-chua-con-trung-1849
Địa Ngục Thần Y,"Vùng đất hoang sơ với căn bệnh lạ và lời nguyền, bệnh viện âm u kì quái, quan tài bí ẩn trong hang động núi sâu, cổ thi nghìn năm thối rữa, những đoạn hồi ức tuổi trẻ đen tối, những trải nghiệm kỳ dị, phức tạp đan xen...",Chapter 170,Tình trạng: Đang Cập Nhật,"Lượt xem: 925,470","Lượt theo dõi: 1,874",https://truyenqqhot.com/truyen-tranh/dia-nguc-than-y-1847
Nhà Ga Như Nguyệt,Một tác phẩm ngắn gồm 3 tập của Trịnh Kiện Hòa. Một chuyến tàu bí ẩn vô tận chở một nhóm hành khách bất hạnh đến một nhà ga không tồn tại. Nhiều chuyện siêu nhiên bất ngờ đang chờ đón phía trước. Truyện đổi gió trong lúc chờ Tây Du.,Chapter 3,Tình trạng: Hoàn Thành,"Lượt xem: 17,872",Lượt theo dõi: 35,https://truyenqqhot.com/truyen-tranh/nha-ga-nhu-nguyet-1833
Sow,,Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 70,345",Lượt theo dõi: 115,https://truyenqqhot.com/truyen-tranh/sow-1828
Teizokurei Monophobia,"Houdzuki Maika là một nữ sinh trung học mà, hiểu theo nghĩa nào đó, không bao giờ tồn tại một mình. Anh song sinh của cô, Maito, vì đã chết trong bụng mẹ nên phải nương nhờ cơ thể của cô bé. Hai người họ thay phiên nhau sống từng ngày và chia sẻ gần như toàn bộ ký ức cho nhau. Khoảnh khắc duy nhất c...",Chapter 5.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,243",Lượt theo dõi: 72,https://truyenqqhot.com/truyen-tranh/teizokurei-monophobia-1825
Thây Ma,"Thông qua câu chuyện về một gia đình bình thường ban đầu phải sống trong phòng cách ly, sau sự bùng nổ của các xác chết, sau đó phải chiến đấu với các thây ma để tồn tại... Để tồn tại, họ sẽ trải nghiệm những gì?",Chapter 54,Tình trạng: Đang Cập Nhật,"Lượt xem: 180,887",Lượt theo dõi: 503,https://truyenqqhot.com/truyen-tranh/thay-ma-1819
Thầy Súng Kể Chuyện Ma,,Chapter 37,Tình trạng: Đang Cập Nhật,"Lượt xem: 46,564",Lượt theo dõi: 88,https://truyenqqhot.com/truyen-tranh/thay-sung-ke-chuyen-ma-1818
Artificial Maiden,"Một nhà khoa học nọ tìm thấy một bộ não người trong một con hẻm nhỏ và cấy ghép nó vào cơ thể người yêu anh ta, Nina. Hóa ra bộ não lại thuộc về một cậu bé tên Misumi Yutaka và cậu hoàn toàn không hề cảm thấy vui vẻ khi sống lại trong cơ thể 1 thiếu nữ. Điều gì đã xảy ra với cơ thể của Yutaka? Vì sa...",Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,082",Lượt theo dõi: 37,https://truyenqqhot.com/truyen-tranh/artificial-maiden-1809
23:59,"Bộ truyện ma, kinh dị tương tự: Những Câu Chuyện Kỳ Lạ - Tales Of The Unusual của Sun Dea On. Nhưng đây là 1 phiên bản màu sắc. Nó mang đậm tính chất ma mị kiểu ""hồng kong"" hơn chút!",Chapter 25,Tình trạng: Đang Cập Nhật,"Lượt xem: 74,197",Lượt theo dõi: 71,https://truyenqqhot.com/truyen-tranh/2359-1806
Hoa Quý,"Thành phố Triệt vấn ở dạo gần đây xảu ra mấy vụ tử vong kỳ lạ, dây leo mọc từ bên trong và quấn quanh cơ thể nạn nhân, tử trạng kinh khủng. 2 nữ sinh trong lớp Triệt vấn có nói mình biết hung thủ là ai, Triệt Vấn còn tưởng nói đùa. Nào ngờ không lâu sau cả 2 đều thành nạn nhân của vụ này luôn. Đột t...",Chapter 70,Tình trạng: Đang Cập Nhật,"Lượt xem: 105,062",Lượt theo dõi: 130,https://truyenqqhot.com/truyen-tranh/hoa-quy-1805
Huyết Sắc Thương Khung,Một app bí ẩn mang tên Huyết Sắc Thương Khung bỗng dưng xuất hiện trên Apps Store. Cùng lúc đó trong thành phố liên tục xuất hiện người mất tích. Liệu sự việc này có liên quan đến nhau?!,Chapter 211,Tình trạng: Đang Cập Nhật,"Lượt xem: 541,598",Lượt theo dõi: 567,https://truyenqqhot.com/truyen-tranh/huyet-sac-thuong-khung-1804
Thay Thế,Tới khi bạn tỉnh dậy biết được sự thật bạn cảm thấy như thế nào khi tưởng rằng vốn dĩ đó chỉ là một cơn ác mộng ?!?,Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 23,795",Lượt theo dõi: 42,https://truyenqqhot.com/truyen-tranh/thay-the-1795
Higurashi No Naku Koro Ni - Onikakushi Hen,"Nhân vật chính của chúng ta, Maebara Keiichi, chuyển đến làng Hinamizawa sống cùng với bố mẹ mình. Tại đây, cậu trải qua những ngày hạnh phúc và vô lo với những người bạn mới của mình. Những tưởng những ngày tháng yên bình đó sẽ kéo dài thì bỗng nhiên sự lo âu, nỗi sợ bao trùm lấy Keiichi... và cậu ...",Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 32,965",Lượt theo dõi: 97,https://truyenqqhot.com/truyen-tranh/higurashi-no-naku-koro-ni-onikakushi-hen-1791
Thuốc Độc,1 cô gái bị người yêu phản bội và cô đã dùng 1 loại thuốc bùa ở Thái Lan để trả thù nhưng sự việc lại vượt qua tầm kiểm soát của cô...,Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 9,806",Lượt theo dõi: 9,https://truyenqqhot.com/truyen-tranh/thuoc-doc-1774
Truyện Kinh Dị Ở Tòa Nhà Số 44,Câu chuyện về tòa nhà số 44 đầy bí ẩn....,Chapter 105,Tình trạng: Đang Cập Nhật,"Lượt xem: 205,341",Lượt theo dõi: 263,https://truyenqqhot.com/truyen-tranh/truyen-kinh-di-o-toa-nha-so-44-1773
Sự Lo Âu Của Thượng Hải Linh,Câu chuyện về những âm thanh kỳ lạ tại một trường trung học.,Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 14,179",Lượt theo dõi: 31,https://truyenqqhot.com/truyen-tranh/su-lo-au-cua-thuong-hai-linh-1758
Con Đường Sau Núi,Hồi tưởng trong buổi họp mặt....,Chapter 5,Tình trạng: Hoàn Thành,"Lượt xem: 20,804",Lượt theo dõi: 51,https://truyenqqhot.com/truyen-tranh/con-duong-sau-nui-1753
Ma Gõ Cửa,"Khi nhắc đến hai chữ GỌI HỒN, trò chơi đầu tiên xuất hiện trong đầu bạn là trò nào? Cầu Cơ - một trò chơi bói toán của nhân gian theo hình thức gọi hồn người chết? Là Bói Chén của nhân gian Việt Nam đã lưu truyền từ lâu, hay là trò chơi dùng bút gọi hồn ma Charlie mới xuất hiện trong những năm gần đ...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 10,542",Lượt theo dõi: 31,https://truyenqqhot.com/truyen-tranh/ma-go-cua-1752
The Valiant,"Suốt nhiều thiên niên kỷ, Eternal Warrior đã bảo vệ các Geomancer, một dòng dõi tiên tri mang trong mình sức mạnh của Trái Đất, khỏi Immortal Enemy, thực thể đại diện cho sự phân rã và hủy diệt, và đã luôn thất bại.Anh cần một sức mạnh lớn hơn để làm điều đó... cần đến sự chung tay của toàn bộ các s...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,316",Lượt theo dõi: 12,https://truyenqqhot.com/truyen-tranh/the-valiant-1751
Mukuro Chandelier,"Do dân số suy giảm, xác người dân đã trở thành lực lượng lao động đông đảo trong xã hội. Các thầy pháp được tuyển dụng cho việc điều khiển xác chết làm việc. Những xác chết này rất trung thành cho đến khi chúng có tình cảm với con người, khi đó chúng sẽ trở nên điên loạn và bắt đầu tấn công con ngườ...",Chapter 15,Tình trạng: Đang Cập Nhật,"Lượt xem: 15,508",Lượt theo dõi: 68,https://truyenqqhot.com/truyen-tranh/mukuro-chandelier-1750
Mahou Shoujo Of The End,Thảm họa diệt chủng đổ ập đến nhật bản! Ai mà tưởng tượng được bỗng một ngày đâu ra một đám búp bê quái dị từ trên trời rơi xuống luôn miệng nói “MA THUẬT” giết người như cỏ! Không gì có thể ngăn cản chúng được! Một nhóm học sinh may mắn sống sót được…nhưng mạng sống của họ bị đe dọa từng phút một! ...,Chapter 51,Tình trạng: Đang Cập Nhật,"Lượt xem: 241,272",Lượt theo dõi: 472,https://truyenqqhot.com/truyen-tranh/mahou-shoujo-of-the-end-1739
Dance In The Vampire Bund,,Chapter 44.1,Tình trạng: Đang Cập Nhật,"Lượt xem: 81,563",Lượt theo dõi: 312,https://truyenqqhot.com/truyen-tranh/dance-in-the-vampire-bund-1720
