titles,discripsion,lastest_Chap,condition,view,follow,link 
Brutal: Satsujin Kansatsukan No Kokuhaku,"Truyện theo chân gã nhân viên điều tra Hiroki Dan, con trai của một cựu tổng chỉ huy cấp cao của lực lượng cảnh sát. Đằng sau vẻ ngoài soái ca cùng sự thành công trong công việc ấy chính là một con quỷ giết người hàng loạt tự cho mình có quyền thay trời hành đạo…",Chapter 28,Tình trạng: Đang Cập Nhật,"Lượt xem: 576,976","Lượt theo dõi: 2,451",https://truyenqqhot.com/truyen-tranh/brutal-satsujin-kansatsukan-no-kokuhaku-9797
Kuronou Syndrome,"""Nếu muốn giành lại cơ thể mình, cậu hãy tham gia vào trò chơi thế thân nhé?"". Một nam sinh sau khi chết trong một tai nạn đã tỉnh dậy trong thân xác người khác và nhận được câu hỏi đó. Đúng như nội dung câu hỏi, giờ đây, cậu phải liều mạng trong trò chơi đóng giả người khác nhằm lấy lại cơ thể gốc ...",Chapter 16,Tình trạng: Đang Cập Nhật,"Lượt xem: 97,330",Lượt theo dõi: 824,https://truyenqqhot.com/truyen-tranh/kuronou-syndrome-9770
Hợp Đồng Tự Tử,"Hàng loạt vụ tự tử xảy ra, một truyền thuyết đô thị đáng sợ về Nữ Tư Dụ Tử là thủ phạm gây ra các vụ tự sát. Nhưng sự thật đằng sau đó liệu là gì?!",Chapter 9,Tình trạng: Đang Cập Nhật,"Lượt xem: 47,729",Lượt theo dõi: 320,https://truyenqqhot.com/truyen-tranh/hop-dong-tu-tu-9751
Nam Yên Trai Bút Lục,"Tuyển tập truyện ngắn về phong cách đẹp tranh cổ. Trong cửa hàng hương liệu được mở bởi nữ tử thần bí Lục Mạn Sanh , luôn xuất hiện các câu chuyện vui buồn, các vấn đề tình cảm. Kết thúc đẹp, sau khi đọc xong mang lại cho người đọc ấn tượng sâu sắc. Nếu bạn thích đọc phong cách cổ xưa và ngược tâm, ...",Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 73,191",Lượt theo dõi: 160,https://truyenqqhot.com/truyen-tranh/nam-yen-trai-but-luc-9715
Câu Lạc Bộ Học Thuyết Âm Mưu,"Luna Gardner là thành viên của Câu lạc bộ học thuyết âm mưu tại trường trung học. Mỗi tuần, câu lạc bộ chọn điều tra một điều bí ẩn xảy ra ở thị trấn Poppy Valley, nơi họ sống.",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,360",Lượt theo dõi: 87,https://truyenqqhot.com/truyen-tranh/cau-lac-bo-hoc-thuyet-am-muu-9711
My Roommate Isn'T From This World,,Chapter 66,Tình trạng: Đang Cập Nhật,"Lượt xem: 1,072,529","Lượt theo dõi: 3,899",https://truyenqqhot.com/truyen-tranh/my-roommate-isnt-from-this-world-9709
Hồng Côn Vương,"Một tác phẩm của Khưu Thụy Tân, thuộc vũ trụ giang hồ trong Hỏa Võ Diệu Dương.",Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 16,660",Lượt theo dõi: 26,https://truyenqqhot.com/truyen-tranh/hong-con-vuong-9661
Kemono Giga,"Yuu là cậu bé có vận may rất tệ. Cậu vô cớ bị bắt làm con tin, bị tống tiền, hoặc dính líu đến tai nạn giao thông trong suốt một tuần hoặc một tháng. Như thường lệ, sự cố tương tự xảy ra khi Yuu bị bắt cóc trên đường chuyển đến một ngôi trường mới. Người bò sát - Lizardmen mang Yuu theo các cống ngầ...",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 61,354",Lượt theo dõi: 842,https://truyenqqhot.com/truyen-tranh/kemono-giga-9653
The Febric Of Fate,câu truyện có liên kết với creepy frozen pasta ,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,862",Lượt theo dõi: 32,https://truyenqqhot.com/truyen-tranh/the-febric-of-fate-9651
Mạt Thế Thương Lang,Ngày tận thế...,Chapter 27,Tình trạng: Đang Cập Nhật,"Lượt xem: 80,961",Lượt theo dõi: 469,https://truyenqqhot.com/truyen-tranh/mat-the-thuong-lang-9644
Hentai,,Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 139,709",Lượt theo dõi: 500,https://truyenqqhot.com/truyen-tranh/hentai-9625
Huyết Túc Khế Ứớc,,Chapter 30,Tình trạng: Đang Cập Nhật,"Lượt xem: 74,948",Lượt theo dõi: 706,https://truyenqqhot.com/truyen-tranh/huyet-tuc-khe-uoc-9580
Truyền Thuyết Đô Thị Dokkaebi,"Điều gì sẽ xảy ra nếu như có một sinh vật chỉ được tạo ra để giết các học sinh trên thế giới? Và liệu rằng nếu có thì những học sinh có thể sống sót được hay không? LOL, không nói nhiều vào đọc sẽ rõ",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 21,161",Lượt theo dõi: 416,https://truyenqqhot.com/truyen-tranh/truyen-thuyet-do-thi-dokkaebi-9516
Sinoalice,"Bạn có từng nghĩ, liệu có một ngày thế giới bạn đang sống chỉ là một giấc mơ, mọi thứ diên ra chỉ nằm trong trí tưởng tượng của chính bạn. Rôi bỗng nhiên bạn thức dậy, nhận ra tất cả chỉ là mơ và một thực tế còn kinh khủng hơn cơn ác mộng bạn vừa thoát khỏi?",Chapter 1.2,Tình trạng: Đang Cập Nhật,"Lượt xem: 21,014",Lượt theo dõi: 222,https://truyenqqhot.com/truyen-tranh/sinoalice-9515
Creepy Frozen Pasta,"Ngất xỉu trong rừng, Ani, một chiến binh mới được biến đổi, thức dậy trong biệt thự của Slenderman. Cô ngạc nhiên khi thấy những người bạn cùng phòng mới của mình khá thân thiện, ngay cả khi họ có chút cảnh giác với cô. Người tạo ra Ani không quá thích những người bạn mới của cô ấy và cố gắng sử dụn...",Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 25,997",Lượt theo dõi: 213,https://truyenqqhot.com/truyen-tranh/creepy-frozen-pasta-9473
Chung Cư Địa Ngục,,Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,058",Lượt theo dõi: 295,https://truyenqqhot.com/truyen-tranh/chung-cu-dia-nguc-9446
Tồn Tại,,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 7,908",Lượt theo dõi: 226,https://truyenqqhot.com/truyen-tranh/ton-tai-9445
Tái Sinh Ở 1 Thế Giới Đầy Chết Chóc,,Chapter 16,Tình trạng: Đang Cập Nhật,"Lượt xem: 351,707","Lượt theo dõi: 3,185",https://truyenqqhot.com/truyen-tranh/tai-sinh-o-1-the-gioi-day-chet-choc-9418
Giải Phóng,"Câu chuyện bắt đầu bằng vụ án chấn động: một nữ sinh bị sát hại và cưa xác ra làm nhiều mảnh. Càng chấn động hơn khi thủ phạm lại chính là bạn thân của nạn nhân đã đầu thú ngay sau đó. Qua lời khai của hung thủ, từng sự việc đau lòng, những áp lực và nguy hiểm chực chờ lên các nữ sinh dần hiện diện!...",Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 89,909",Lượt theo dõi: 785,https://truyenqqhot.com/truyen-tranh/giai-phong-9407
Zan Trảm,"Trong thế giới này, ánh sáng đã bị bóng tối nuốt chửng, thế giới chìm trong sự kiểm soát của bóng tối. Truyện kể về hành trình của Zan và 12 đồng bọn trên đường tìm cách giải phóng ánh sáng muôn vàn khó khăn, đồng thời cũng qua cuộc phiêu lưu tìm hiểu về bí mật thân thế của mình.",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 18,000",Lượt theo dõi: 146,https://truyenqqhot.com/truyen-tranh/zan-tram-9322
Return Survival,Main được trọng sinh về trước ngày tận thế vài tháng,Chapter 146,Tình trạng: Đang Cập Nhật,"Lượt xem: 2,678,395","Lượt theo dõi: 10,522",https://truyenqqhot.com/truyen-tranh/return-survival-9272
Pháo Đài Của Sách Khải Huyền,Thể loại đánh zombie siêu kinh điển đậm chất Deathplace!Đảm bảo truyện này không hay ko gay cấn không ăn tiền! Cố gắng bám sát bản Eng luôn! Na ná High School of Dead nhưng mà ko có Ecchi!mấy thým ủng hộ nhiệt tình cái coi nào!.,Chapter 46,Tình trạng: Đang Cập Nhật,"Lượt xem: 335,465",Lượt theo dõi: 683,https://truyenqqhot.com/truyen-tranh/phao-dai-cua-sach-khai-huyen-9250
Life Game,"""Tao muốn mày chơi một trò chơi.không có lựa chọn nào khác trong vấn đề này và tao sẽ gặp mày sớm thôi "" được viết trong một lá thư nhận được bởi học sinh trung học Hitotsubashi Seiya, cậu ta ngay lập tức ném nó vào thùng rác vì nghĩ chỉ là một trò đùa! ngay sau đó. cậu ấy thức dậy trong một căn phò...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 22,106",Lượt theo dõi: 209,https://truyenqqhot.com/truyen-tranh/life-game-9243
Kẻ Theo Dõi,"Co gái bị ám ảnh bởi cái gì đó theo đuôi mình, Chung cư, một mình, đêm tối, thân gái...",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 14,996",Lượt theo dõi: 55,https://truyenqqhot.com/truyen-tranh/ke-theo-doi-9230
Shikabanechou Undead,"Cuộc thám hiểm thành phố bí ẩn của hai thiếu niên khiến họ chạy vào một ""chiếc hộp đen"" bí ẩn, bao quanh những người bị nhiễm virus ""undead"". Trong thành phố đó, có một giáo viên tên Katsuragi Zakuro đang ché giấu một bí mật khủng khiếp",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 49,870",Lượt theo dõi: 650,https://truyenqqhot.com/truyen-tranh/shikabanechou-undead-9191
Kẻ Sát Nhân Hàng Loạt Chỉ Mới 13 Tuổi,"Lưu ý : Truyện không dành cho trẻ con yếu tim và đàn ông đang cho con bú.Nội dung : Kẻ giết người mười ba tuổi. Một kẻ giết người hàng loạt độc ác với khuôn mặt ngây thơ vô số tội, Shotaro, xuất hiện! Công việc được cậu bé lựa chọn là một kẻ giết người hàng loạt. Thảm sát, tàn sát, tàn sát! 100% hồi...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 37,542",Lượt theo dõi: 639,https://truyenqqhot.com/truyen-tranh/ke-sat-nhan-hang-loat-chi-moi-13-tuoi-9184
Toàn Bộ Nắm Trong Tay,,Chapter 129,Tình trạng: Đang Cập Nhật,"Lượt xem: 254,551","Lượt theo dõi: 1,601",https://truyenqqhot.com/truyen-tranh/toan-bo-nam-trong-tay-9175
Quần Đảo Ký Sinh,"Quần đảo ký sinh Do bố mẹ ly dị, Sendou Chihiro, nữ sinh cao trung, đã chuyển từ Tokyo đến sống ở hòn đảo Hanajima xa lạ. Ở trên hòn đảo mà cô nữ sinh chuyển tới sinh sống này, có gì đó rất là kì lạ. Chẳng hạn như: sự kì thị người ngoài một cách lộ liễu, những nghi thức bí ẩn đột nhiên được tổ chức ...",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 77,493",Lượt theo dõi: 471,https://truyenqqhot.com/truyen-tranh/quan-dao-ky-sinh-9155
Zanuff The Butcher - Đồ Tể Zanuff,"Truyện kể về một tên sát nhân thần kinh có sở thích phanh thây người và một cô bé trốn nhà. Truyện này cực kỳ cực kỳ nặng, mọi người cân nhắc khi xem, nhưng nếu đã xem thì tôi khuyên nên đọc từ từ cảm nhận truyện từng chút một để có thể ngấm trọn bộ truyện.",Chapter 1,Tình trạng: Hoàn Thành,"Lượt xem: 50,847",Lượt theo dõi: 272,https://truyenqqhot.com/truyen-tranh/zanuff-the-butcher-do-te-zanuff-9127
Trùng Lãnh Quái Đàm,"Trong một chuyến đi du lịch cùng với bạn trai của tôi, ngoài ý muốn chúng tôi đã gặp phải trận lũ quét. Sau khi tỉnh lại, thì lại không thấy bạn trai tôi đâu, còn tôi lại bị trôi đến một khu rừng rậm rạp, để tìm được bạn trai của mình, tôi đã chọn cách phải bước vào khu rừng chứa đầy nguy hiểm và kỳ...",Chapter 24,Tình trạng: Đang Cập Nhật,"Lượt xem: 61,231",Lượt theo dõi: 671,https://truyenqqhot.com/truyen-tranh/trung-lanh-quai-dam-9052
Kaidan Loop,Chuyện tâm linh không đùa được đâu,Chapter 8,Tình trạng: Đang Cập Nhật,"Lượt xem: 45,578",Lượt theo dõi: 454,https://truyenqqhot.com/truyen-tranh/kaidan-loop-9036
Mối Quan Hệ Không Hoàn Hảo,"Đội trưởng đội điều tra tội phạm, nóng tính - Tiền Thác và thần thám lạnh lùng với chỉ số IQ cao Đằng Thụy Vũ, hai người đã hợp tác cùng nhau và phá được vô số vụ án đáng kinh ngạc, liên quan tới những vụ án liên hoàn hai năm trước...",Chapter 151,Tình trạng: Đang Cập Nhật,"Lượt xem: 234,444",Lượt theo dõi: 618,https://truyenqqhot.com/truyen-tranh/moi-quan-he-khong-hoan-hao-9027
Trò Chơi Ma Sói: Cáo Điên,Morii Ayaka (Takatsuki Sara) và những học sinh khác không còn lựa chọn nào ngoài việc tham gia trò chơi Ma Sói. Mạng sống của họ bị đe dọa trong trò chơi. Ayaka rút được thẻ bài Cáo. Cô không thể tin bất kỳ ai nhưng lại có cảm tình với Takigawa Yousuke (Masaki Reiya)Đây là bản truyện của bộ phim cùn...,Chapter 14,Tình trạng: Đang Cập Nhật,"Lượt xem: 106,304",Lượt theo dõi: 841,https://truyenqqhot.com/truyen-tranh/tro-choi-ma-soi-cao-dien-8944
Bất Tử Thần Vương Tu Liên Tục,"Thiên thạch rơi xuống, thế giới hỗn loạn, nhiều vật phẩm Quý Hiếm rơi xuống! Hắn là một tên không biết gì, tình cờ gặp được nhiều cơ duyên, hãy xem hắn chinh phục thế giới này như thế nào!",Chapter 76,Tình trạng: Đang Cập Nhật,"Lượt xem: 564,862","Lượt theo dõi: 3,618",https://truyenqqhot.com/truyen-tranh/bat-tu-than-vuong-tu-lien-tuc-8942
Hiệu Điện Hãi Hùng,"Một xuất phẩm cực chất của YLAB - bộ truyện kinh dị xoay quanh một cửa hiệu bán hàng thiết bị điện tử với phương châm cực ""độc"" - miễn trừ mọi trách nhiệm trước mọi tổn hại gây ra bởi thiết bị được mua tại đây.",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 13,213",Lượt theo dõi: 39,https://truyenqqhot.com/truyen-tranh/hieu-dien-hai-hung-8883
Hãy Về Đây - Come Back To Me Again,"Bộ truyện thuật lại câu chuyện về một con nghiện đủ thể loại - rượu bia, vang, vodka, whisky, acid, muối tắm, cocain, cần sa, vân vân qua những khung tranh đầy góc cạnh và sần sùi, mang đến một cái nhìn đầy chân thật về ""thế giới sau khi phê"" và những tác động của nó lên đời sống một con người.",Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 18,889",Lượt theo dõi: 31,https://truyenqqhot.com/truyen-tranh/hay-ve-day-come-back-to-me-again-8882
Binh Pháp Mặc Công,"Bộ truyện ra mắt năm 1992 và đạt giải Shogakukan Manga vào năm 1995, câu chuyện xoay quanh Cách Ly - một trong những đệ tử Mặc Gia tại thời đại chiến quốc thông qua tài trí của mình để cùng hơn ngàn dân binh chống đỡ Lương Thành trước vó ngựa xâm lược của quân đội Triệu Quốc. - Tác phẩm đã được dựng...",Chapter 78,Tình trạng: Đang Cập Nhật,"Lượt xem: 261,063",Lượt theo dõi: 350,https://truyenqqhot.com/truyen-tranh/binh-phap-mac-cong-8875
Khu Trọ Quỷ Ám,"Mấy ngày gần đây, ở căn hộ bên dưới cứ có một mùi thối rữa kỳ lạ bốc lên. Vài hôm sau, thằng bạn thân của tôi tự dưng mất tích. Cả cô gái sống trong căn hộ đó cũng vậy. Tiếp theo sẽ đến lượt ai đây…?",Chapter 42,Tình trạng: Đang Cập Nhật,"Lượt xem: 279,748","Lượt theo dõi: 1,204",https://truyenqqhot.com/truyen-tranh/khu-tro-quy-am-8867
Tokimeki No Ikenie,"""Đây là mơ? Hay là kì tích?"" - Một cô gái không có gì nổi bật, Jingyouji Mari nhờ cứu chàng trai nổi tiếng trong lớp sau vụ tai nạn giao thông đã được cậu tỏ tình. Nhưng cô có lý do để không hạnh phúc. Đó là vì mọi người trong gia đình...",Chapter 10,Tình trạng: Đang Cập Nhật,"Lượt xem: 35,049",Lượt theo dõi: 290,https://truyenqqhot.com/truyen-tranh/tokimeki-no-ikenie-8848
Khe Kinh Hồn,Điều gì sẽ xảy ra khiến một chuyến bộ hành du lịch trở thành ác mộng khi đoàn tham quan đi vào 1 trong những khe rãnh nguy hiểm nhất thế giới cho một trải nghiệm chuyên biệt hiếm có? Mời các bạn cùng beeng.net khám phá chuyến dã ngoại kinh dị này nhé.,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 20,388",Lượt theo dõi: 50,https://truyenqqhot.com/truyen-tranh/khe-kinh-hon-8841
Gantz Edo,"Tiếp nối các thành công của các seri Gantz trong quá khứ, 1 phần truyện Gantz mới đã bắt đầu. Gantz Edo sẽ đưa chúng ta trở về thời kì Nhật Bản xa xưa, một quá khứ về Gantz chưa ai biết đến!!",Chapter 45,Tình trạng: Đang Cập Nhật,"Lượt xem: 480,572","Lượt theo dõi: 2,079",https://truyenqqhot.com/truyen-tranh/gantz-edo-8807
Trò Chơi Chết Chóc - Biểu Quyết Sinh Tồn,"Sara Chidouin về nhà muộn do ngủ quên ở trường và phát hiện ra rằng có điều gì đó không ổn.Khi thức dậy, cô thấy mình, Joe, và 9 người khác bị mắc kẹt ở một nơi bí ẩn.Đặt trong các tình huống sinh tử, họ phải lựa chọn việc nên làm - và ai nên chết.",Chapter 6,Tình trạng: Đang Cập Nhật,"Lượt xem: 37,997",Lượt theo dõi: 282,https://truyenqqhot.com/truyen-tranh/tro-choi-chet-choc-bieu-quyet-sinh-ton-8783
Chuyện Kinh Dị Trên Ngọn Núi Balemount,Truyền thuyết kể rằng bất kì kẻ nào đi qua ngọn núi này đều sẽ phải lạc trong bóng đêm sâu thẳm!! Liệu câu chuyện này có là sự thật?,Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 34,071",Lượt theo dõi: 156,https://truyenqqhot.com/truyen-tranh/chuyen-kinh-di-tren-ngon-nui-balemount-8759
Xúc Xắc Tử Thần,"Nam sinh trung học năm bam Masamitsu Kamiza vô tình tìm thấy một bí ẩn trong ngăn bàn của em gái mình. Tình cờ phát hiện ra rằng xúc xắc ấy là phong ấn của tử thần Batch, một trận cá cược đã diễn ra với cá giá phải trả là chính sinh mạng của mình!! Liệu Kamizawa có thành công thoát khỏi tử thần Batc...",Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 141,133",Lượt theo dõi: 999,https://truyenqqhot.com/truyen-tranh/xuc-xac-tu-than-8748
Nước Mắt Của Chúa : Kill Logger,"Sau khi bố mẹ Hiromi qua đời, anh ta rơi khỏi vách đá và sở hữu được siêu năng lực là khả năng nhìn thấy lý lịch của kẻ giết người. Tình cờ ngay sau đó ,một học sinh mới đã chuyển đến trường, Amber Yuzuka , mang theo nhiều khuôn mặt đau khổ, rốt cuộc cô gái này là thiên thần hay ác quỷ?",Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 177,073","Lượt theo dõi: 1,839",https://truyenqqhot.com/truyen-tranh/nuoc-mat-cua-chua-kill-logger-8738
Kuroisha No Dessert,,Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 28,652",Lượt theo dõi: 202,https://truyenqqhot.com/truyen-tranh/kuroisha-no-dessert-8707
Tokyo Dragon Night,Thế giới bị xâm lược bởi một loài sinh vật bí hiểm và chúng chỉ xuất hiện vào ban đêm? Chúng từ đâu tới và chúng có khả năng gì .... Hãy cùng tìm hiểu thôi nào !!,Chapter 48,Tình trạng: Đang Cập Nhật,"Lượt xem: 695,914","Lượt theo dõi: 2,506",https://truyenqqhot.com/truyen-tranh/tokyo-dragon-night-8690
Phòng Khám Kinh Dị,Câu chuyện thường ngày về việc khám chữa bệnh 1 phòng khám nọ.,Chapter 91,Tình trạng: Đang Cập Nhật,"Lượt xem: 827,120","Lượt theo dõi: 3,164",https://truyenqqhot.com/truyen-tranh/phong-kham-kinh-di-8676
Trò Chơi Tìm Xác - Lời Nguyền Không Hoàn Chỉnh,"Tiếp nối thành công ở phần 1, câu chuyện lần này đưa chúng ta đến 1 dòng thời gian khác, nơi này cũng tồn tại lời nguyền về ""Áo Đỏ"" chỉ khác đây là 1 lời nguyền máu me hơn, dữ dội hơn và khó nhằn hơn!! Các thành viên tham gia gần như chẳng thể mắc sai lầm bởi họ chỉ có 7 ngày hoàn thành trò chơi, ho...",Chapter 43,Tình trạng: Đang Cập Nhật,"Lượt xem: 349,949","Lượt theo dõi: 1,342",https://truyenqqhot.com/truyen-tranh/tro-choi-tim-xac-loi-nguyen-khong-hoan-chinh-8673
Slave Game,"Một ngày, cậu học sinh cấp 3 tên Kai nhận được một email mời chơi thử con game mới trên điện thoại có tên là ""Slave Go"". Nhưng những người xuất hiện trong game lần lần biến mất một cách bí ẩn... một trò chơi nguy hiểm và bạo lực được khai màn...!",Chapter 159,Tình trạng: Đang Cập Nhật,"Lượt xem: 3,804,780","Lượt theo dõi: 8,045",https://truyenqqhot.com/truyen-tranh/slave-game-8672
Bóng Hình Cạnh Bạn,,Chapter 0,Tình trạng: Hoàn Thành,"Lượt xem: 13,075",Lượt theo dõi: 79,https://truyenqqhot.com/truyen-tranh/bong-hinh-canh-ban-8661
Reapers Dice Game,Cá cược là sinh mạng! Súc sắc định mệnh sẽ thay đổi thế giới!,Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 52,389",Lượt theo dõi: 873,https://truyenqqhot.com/truyen-tranh/reapers-dice-game-8659
Thánh Địa Và Phù Thủy Tham Lam,"Phần tiếp theo của arc 3, và phần nối tiếp sau kết thúc thực sự của season 1, Subaru cùng Emilia vướng vào những rắc rối mới ở vùng đất gọi là Thánh Địa, nơi an nghỉ của Phù Thủy Tham LamKhuyến cáo mọi người không nên đọc bản của Hikki Team vì bên đó lấy bản dịch từ web novel team mình dịch để chép ...",Chapter 22,Tình trạng: Đang Cập Nhật,"Lượt xem: 145,267","Lượt theo dõi: 1,163",https://truyenqqhot.com/truyen-tranh/thanh-dia-va-phu-thuy-tham-lam-8623
Mononobe Koshoten Kaikitan,"Shoutarou là một thanh niên kiệm lời. Cậu đang là quản lý của một tiệm sách cũ có tên “Sách cũ Mononobe” cùng với một cậu nhóc nhanh nhẹn tên Shiro. Nhưng ẩn dưới vẻ bọc rất đỗi bình thường và vô hại đó, Shoutarou còn một công việc khác: thu thập những phần khác nhau của một cuốn sách cũ...",Chapter 17,Tình trạng: Đang Cập Nhật,"Lượt xem: 138,205","Lượt theo dõi: 1,749",https://truyenqqhot.com/truyen-tranh/mononobe-koshoten-kaikitan-8615
Ký Sinh Thú Webtoon,"Một chủng loài kí sinh khát máu đang dần xuất hiện, chúng kí sinh vào trong cơ thể sống và bắt đầu phát triển, liệu con người có thể chống lại chúng không?",Chapter 19,Tình trạng: Đang Cập Nhật,"Lượt xem: 163,715",Lượt theo dõi: 405,https://truyenqqhot.com/truyen-tranh/ky-sinh-thu-webtoon-8603
Wakusei Closet,"Nhân vật chính là một cô gái có khả năng đến thăm một chiều không gian siêu thực đầy quái vật trong giấc mơ của mình. Một ngày nọ, cô gặp một cô gái khác ở đó và nhận được lời cầu xin giúp đỡ.",Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 12,663",Lượt theo dõi: 75,https://truyenqqhot.com/truyen-tranh/wakusei-closet-8595
Nửa Đêm Quỷ Đàm,"phù hợp với thế giới thực, tuân thủ quan niệm trên đời này không có ma. Mỗi lần thấy được những câu chuyện ma quỷ thần bí hồi hộp đó thực chất đó chỉ là một kế hoạch đã được chuẩn bị tỉ mỉ sẵn từ trước mà thôi",Chapter 4,Tình trạng: Đang Cập Nhật,"Lượt xem: 24,396",Lượt theo dõi: 92,https://truyenqqhot.com/truyen-tranh/nua-dem-quy-dam-8585
Chuồng Lợn,"Đây là một tác phẩm cùng tác giả với Sweet home và Bastard. Ai đã từng đọc 2 bộ truyện này rồi chắc biết, tác giả này viết truyện kinh dị cực hấp dẫn luôn",Chapter 5,Tình trạng: Đang Cập Nhật,"Lượt xem: 78,933",Lượt theo dõi: 294,https://truyenqqhot.com/truyen-tranh/chuong-lon-8574
Yên Xích Hà Ngự Ma Truyền Kỳ,"Nhân vật chính: Yên Xích Hà, Nhiếp Tiểu Thiến, Ninh Thái Thần, Thanh Phong, Cảnh Khứ Bệnh.Cốt truyện: Đây là một bộ truyện tranh chủ đề ma huyễn, truyền kỳ, tình cảm. Trong thế giới ma ảo giữa người và ma, tả lại cảnh Yên Xích Hà gia đình gặp cự biến, nhìn thấu tham sân si cuộc , quyết định tiềm tâm...",Chapter 3,Tình trạng: Đang Cập Nhật,"Lượt xem: 8,641",Lượt theo dõi: 44,https://truyenqqhot.com/truyen-tranh/yen-xich-ha-ngu-ma-truyen-ky-8543
Nghịch Thiên Tiên Mệnh,"Một thiếu niên bị người ta lừa, bị đánh hằng ngày, trong một lần vô tình nhặt được một đứa bé bị bỏ rơi, nhưng đứa bé đó không bình thường...",Chapter 76,Tình trạng: Đang Cập Nhật,"Lượt xem: 471,068","Lượt theo dõi: 3,277",https://truyenqqhot.com/truyen-tranh/nghich-thien-tien-menh-8540
Thông Linh Sư Mạnh Nhất Thành Phố,"ngày xửa ngày xưa, xưa thiệt là xưa, cái ngày xưa đó đã có bói toán rồi các bác ạ NHƯNG bói toán cho người chết thì nó chưa có bởi méo có cha nào dám làm, vì bói cho người chết xong là kể từ đó họa mi không còn hót được nữa các bác ạ hay nói cách khác cho các bác dễ hiểu là lên bàn thờ ngắm gà khỏa ...",Chapter 11,Tình trạng: Đang Cập Nhật,"Lượt xem: 103,680","Lượt theo dõi: 1,413",https://truyenqqhot.com/truyen-tranh/thong-linh-su-manh-nhat-thanh-pho-8517
Ngôi Làng Bị Lãng Quên,Cô gái Byakuya Kyouko đang lang thang một mình dưới chân núi Sengoku thì một người đàn ông xuất hiện và dẫn cô đến ngôi làng Kiyogami. Cô gái hoàn toàn choáng ngợp trước khung cảnh cả ngôi làng sáng rực bởi mọi thứ đều được làm bằng vàng. Dân làng kể cho Kyoko nghe về lịch sử của làng và mời cô ngao...,Chapter 7,Tình trạng: Đang Cập Nhật,"Lượt xem: 39,523",Lượt theo dõi: 132,https://truyenqqhot.com/truyen-tranh/ngoi-lang-bi-lang-quen-8478
Little13,,Chapter 12,Tình trạng: Đang Cập Nhật,"Lượt xem: 40,538",Lượt theo dõi: 168,https://truyenqqhot.com/truyen-tranh/little13-8442
Quái Thú,"Kazato cùng 6 người bạn học cấp hai với đủ ngành nghề cùng đến nghỉ mát tại một hòn đảo phía nam tận hưởng kỳ nghỉ cùng nhau. Đêm nọ, sáu người lái xe dọc biển thì bắt gặp một số sinh vật chưa từng gặp. Ngay sau đó, một ánh sáng chói loà chiếu tới và họ bị bao vây bởi một nhóm vũ trang bí ẩn, liệu r...",Chapter 19,Tình trạng: Đang Cập Nhật,"Lượt xem: 205,014","Lượt theo dõi: 1,383",https://truyenqqhot.com/truyen-tranh/quai-thu-8441
"Itoshi No Ko, Charlotte",,Chapter 23,Tình trạng: Đang Cập Nhật,"Lượt xem: 92,210",Lượt theo dõi: 784,https://truyenqqhot.com/truyen-tranh/itoshi-no-ko-charlotte-8405
The Mysterious Tale Of Yumi-Chan,,Chapter 1,Tình trạng: Đang Cập Nhật,"Lượt xem: 17,134",Lượt theo dõi: 94,https://truyenqqhot.com/truyen-tranh/the-mysterious-tale-of-yumi-chan-8403
