titles,lastest_Chap,types,views,follows,condition,discription,teasers,links 
"Ijimeru Aitsu ga Waruinoka, Ijimerareta Boku ga Waruinoka?",Chapter 18,"Thể loại:Drama, Manga, Psychological, School Life",Tình trạng:Đang tiến hành,Bình luận:256,Tác giả:HIOKA Yen - Kimizuka Chikara,"Aizawa đã từng bị bắt nạt bởi Suzuki đến mức cậu ấy phải bỏ học. Sau đó, cậu đã khôi phục lại tinh thần và trở thành một giáo viên. 20 năm sau, một trong những học sinh của cậu ấy là con gái của kẻ bắt nạt và cô bé đang bị quấy rối trong lớp, một bí mật mà em ấy muốn giấu khỏi bố.",//st.nettruyenup.com/data/comics/11/ijimeru-aitsu-ga-waruinoka-ijimerareta-b-8369.jpg,https://www.nettruyenup.com/truyen-tranh/ijimeru-aitsu-ga-waruinoka-ijimerareta-boku-ga-waruinoka-60939
9 Banme no Musashi,Chapter 32.6,"Thể loại:Action, Adventure, Drama, Gender Bender, Manga, School Life, Shoujo, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:32,Tác giả:Takahashi Miyuki,"Đẹp lạ kỳ! Khôn ngoan! Chết chóc! Musashi #9 không sống một cuộc sống như những cô gái tuổi teen bình thường khác. Cuộc sống của cô tràn ngập những mưu mô, bạo lực, và cái chết. Một số người muốn thay đổi thế giới - và cô gái 16 tuổi này có thể làm điều đó. Những khác biệt về chế độ, tôn giáo, và lý tưởng đã đẩy thế giới tới bờ vực của sự hủy diệt. Phần lớn những người dân vô tội phải hứng chịu những tai ương trong khi đám quan chức chính trị vẫn an toàn hưởng thụ. Một tổ chức cực kỳ tối mật đứng ra đảm nhận duy trì hòa bình cho thế giới, và điệp viên số một của họ mang mật danh Musashi #9. Một điệp viên chuyên chiến đấu chống lại bọn khủng bố và những kẻ cực đoan, mang lại hi vọng cho những người cô cứu thoát....",//st.nettruyenup.com/data/comics/151/9-banme-no-musashi.jpg,https://www.nettruyenup.com/truyen-tranh/9-banme-no-musashi-50150
"Sẽ chết, nếu không nói lời yêu",Chapter 15,"Thể loại:Drama, Ecchi, Harem, Manga, Psychological, Romance, Shounen, Supernatural",Lượt xem:246K,Theo dõi:2.600,Tình trạng:Đang tiến hành,"Arata, một tên học sinh cấp 3 cô độc, không tin tưởng ai và cũng không được ai tin tưởng.Và rồi, xuất hiện trước mắt cậu ta, là một người phụ nự có thể đáp ứng nguyện vọng của cậu.Trong lúc còn đang bán tín bán nghi, thì ngay sau đó ba nữ sinh cao trung đã xuất hiện ở trước nhà cậu.Cuộc chiến harem sinh tồn, quay cuồng cả sự sống, cái chết và dục vọng.",//st.nettruyenup.com/data/comics/76/se-chet-neu-khong-noi-loi-yeu.jpg,https://www.nettruyenup.com/truyen-tranh/se-chet-neu-khong-noi-loi-yeu-295160
Ác Nữ Cần Bạo Chúa,Chapter 70,"Thể loại:Chuyển Sinh, Drama, Fantasy, Historical, Manhwa, Ngôn Tình, Romance, Truyện Màu",Tình trạng:Đang tiến hành,Bình luận:2.380,Tác giả:Eun Sae Ro,"Tôi bị đầu độc bởi người em họ tôi yêu quý nhất, khi tôi tỉnh dậy thì đã là 1 năm về trước. Tôi quyết định biến bạo chúa thành của riêng mình để trả thù người em và gia đình cô ta vì đã hủy hoại tôi. “Sao cô lại hôn ta” “Bởi vì em họ tôi yêu ngài” Mối quan hệ nguy hiểm với bạo chúa chính thức bắt đầu…",//st.nettruyenup.com/data/comics/229/ac-nu-can-bao-chua.jpg,https://www.nettruyenup.com/truyen-tranh/ac-nu-can-bao-chua-506610
Anh làm gì khi tận thế? Anh có bận không? Anh sẽ cứu chúng em chứ?,Chapter 8,"Thể loại:Drama, Fantasy, Manga, Mystery, Romance, Sci-fi, Seinen, Slice of Life",Tình trạng:Đang tiến hành,Bình luận:144,Tác giả:Akira Kareno,"Tên khác: SukaSuka, WorldEnd: What are you doing at the end of the world? Are you busy? Will you save us? Câu chuyện xảy ra hơn 500 năm sau khi thế giới bị những con quái vật khổng lồ tàn phá. Loài người diệt vong và những chủng tộc còn sống sót giờ đây đang sinh sống trên những hòn đảo nổi trên không trung. Nhân vật chính Willem - là con người còn sống sót vì bị hoá đá trong trận chiến 500 năm trước. Cậu được giới thiệu làm công việc ở một trại trẻ mồ côi, chăm sóc cho các cô gái trẻ tuổi, những người mà chẳng bao lâu sau cậu đã nhận ra rằng không phải chỉ là những cô gái bình thường. P/s: không khuyến khích các thanh niên yêu màu tím màu hồng hoặc sống nội tâm thích khóc thầm, phụ nữ có thai và người già quá lứa :"">",//st.nettruyenup.com/data/comics/157/anh-lam-gi-khi-tan-the-anh-co-ban-khong-5726.jpg,https://www.nettruyenup.com/truyen-tranh/anh-lam-gi-khi-tan-the-anh-co-ban-khong-anh-se-cuu-chung-em-chu-206370
Ballad X Opera,Chapter 26,"Thể loại:Comedy, Comic, Drama, Fantasy, Manga, Slice of Life, Tragedy",Tình trạng:Hoàn thành,Bình luận:206,Tác giả:Samamiya Akaza,"Một cặp thiên thần và ác quỷ đang làm nhiệm vụ trên Trái Đất chợt vô tình hại chết một chàng trai người thường. Thế nhưng cậu ta, Haruto không hề có ý muốn sống nên đã chấp nhận cái chết kia. Vậy mà không hiểu sao, linh hồn cậu không hề lên thiêng đàng mà vật vờ nơi nhân gian. Thiên thần cảm thấy quá mặc cảm về tội lỗi nên đã ngỏ ý mong cậu trở thành 1 Shinigami - Thần Chết! P/s: Bộ này có thể nói là Phần 2 của Bloody Mary má từng vẽ, diễn ra ở cùng thế giới với Mary và Maria.",//st.nettruyenup.com/data/comics/191/ballad-x-opera.jpg,https://www.nettruyenup.com/truyen-tranh/ballad-x-opera-252790
Thần Kinh Tại Ngôi Làng Nhỏ,Chapter 7,Tác giả:Aurora - Yimulian,Lượt xem:19K,Theo dõi:765,Tình trạng:Đang tiến hành,"Main xuống núi tìm việc, nhưng lại bị bệnh cuồng chân nên đã xin vào một trạm xá nhỏ có em gái rất sẹc si. Nhờ cậu mà càng nhiều người biết đến bởi khả năng chữa bệnh như thần từ đó độ nổi tiếng cũng tăng cào và kèm theo đó là dàn harem của cậu cũng...",//st.nettruyenup.com/data/comics/181/than-kinh-tai-ngoi-lang-nho.jpg,https://www.nettruyenup.com/truyen-tranh/than-kinh-tai-ngoi-lang-nho-64949
Hẹn Hò Nơi Công Sở,Chapter 124,Tác giả:Narak,Lượt xem:6.773K,Theo dõi:26K,Tình trạng:Hoàn thành,"Một câu chuyện lãng mạn nơi công sở. Shin Ha-ri, cô gái đã đi xem mắt thay mặt một người bạn.Nhưng bất ngờ thay cô bị cầu hôn bởi chính giám đốc của mình! Liệu Shin Ha-ri có thể đi làm một cách an toàn không?",//st.nettruyenup.com/data/comics/166/hen-ho-noi-cong-so.jpg,https://www.nettruyenup.com/truyen-tranh/hen-ho-noi-cong-so-237191
"Koibito o netorare, Yuusha party kara tsuihou sa retakedo",Chapter 14,"Thể loại:Action, Adventure, Drama, Ecchi, Fantasy, Harem, Magical, Manga, Seinen",Tình trạng:Đang tiến hành,Bình luận:896,Tác giả:Rokushima Asa,"Câu chuyện kể về một pháp sư trẻ tên là Chrome Walker được tham gia vào một tổ đội anh hùng cùng với người bạn thân của anh, Yuno. Vào một đêm, tu nữ của tổ đội anh hùng, Irina đã nói những lời thề non hẹn biển với chàng pháp sư trẻ tuổi Chrome  là sẽ trở thành vợ của anh. Nhưng sự thật không thể ngờ rằng là cô ta lại quan hệ với người bạn thân của anh, chính là là Yuno. Câu chuyện xảy ra tiếp là...",//st.nettruyenup.com/data/comics/79/koibito-o-netorare-yuusha-party-kara-tsu-2461.jpg,https://www.nettruyenup.com/truyen-tranh/koibito-o-netorare-yuusha-party-kara-tsuihou-sa-retakedo-348950
Pervy Healer,Chapter 18,"Thể loại:Adventure, Comedy, Drama, Ecchi, Fantasy, Harem, Manga, Romance, Seinen",Lượt xem:784K,Theo dõi:12K,Tình trạng:Đang tiến hành,"Thanh niên kiếp trước bị xiên chết rồi chuyển sinh vào thế giới mê cung, mang trong mình một khả năng Heal bá đạo vãi linh hồn. Nhưng cũng rất dê và đã làm khá ""nhiều thứ"" . Bỗng dưng vớ được bé Elf loli và sau này chắc sẽ có cả dàn harem ...",//st.nettruyenup.com/data/comics/221/pervy-healer.jpg,https://www.nettruyenup.com/truyen-tranh/pervy-healer-212130
Dịch vụ anh trai thuê,Chapter 20,"Thể loại:Drama, Manga, Slice of Life, Tragedy",Lượt xem:247K,Theo dõi:3.332,Tình trạng:Đang tiến hành,"Kanami, một cô bé bị người anh mình ghét bỏ, nên cô bé đã dùng số tiền của mình để thuê một người anh trai. Liệu chuyện gì sẽ xảy ra sau đó? Hãy cùng theo dõi bộ truyện để biết thêm nha",//st.nettruyenup.com/data/comics/113/dich-vu-anh-trai-thue.jpg,https://www.nettruyenup.com/truyen-tranh/dich-vu-anh-trai-thue-211050
Tuyệt Sắc Quyến Rũ: Quỷ Y Chí Tôn,Chapter 493,"Thể loại:Action, Adventure, Cổ Đại, Comedy, Drama, Historical, Manhua, Ngôn Tình, Truyện Màu, Xuyên Không",Tình trạng:Đang tiến hành,Bình luận:12K,Tác giả:Phượng Quỳnh,"Nàng, Ẩn môn chủ của thời hiện đại, tinh thông y độc, giỏi ám sát, trong mắt thế nhân là một cái thiên tài biến thái, một lần ngoài ý muốn bỏ mình, lại trọng sinh vào một cái thiếu nữ bị hủy dung! Thân phận bị hoán đổi? Không thể trở về gia tộc? Thân phận có thể không có! Nhà có thể không về! Nhưng lại hại người của nàng, tại sao lại không thể báo thù rửa hận ... thất vọng về Quỷ Y? Một khi phong vân quật khởi, quần hùng tranh bá! Lại nhìn xem nàng một thân hồng y mà ngao du thiên hạ, gương sáng xưng vương nơi trời cao!",//st.nettruyenup.com/data/comics/31/tuyet-sac-quyen-ru-quy-y-chi-ton.jpg,https://www.nettruyenup.com/truyen-tranh/tuyet-sac-quyen-ru-quy-y-chi-ton-202550
Fujimi Lovers,Chapter 12.2,Tác giả:TAKAGI Yuna,Lượt xem:132K,Theo dõi:1.914,Tình trạng:Hoàn thành,"Khi còn nhỏ, Kouno Jun - nam chính của chúng ta - đã phải lòng Hasebe Rino - cô bạn gái cùng lớp xinh đẹp tài giỏi. Đến một ngày, cậu quyết định tỏ tình với người trong mộng, và đã sung sướng phát điên khi được chấp nhận. Nhưng ngay khoảnh khắc Hasabe mỉm cười với cậu, người con gái ấy đột nhiên biến mất. Biến mất không còn chút vết tích gì. Kouno cố gắng đi dò hỏi những người xung quanh về cô ấy, nhưng tất cả đều không hề nhớ gì về cô gái tên Hasebe Rino. Dường như người con gái ấy đã bị xóa sạch khỏi ký ức của tất cả mọi người, trừ Kouno...",//st.nettruyenup.com/data/comics/19/fujimi-lovers.jpg,https://www.nettruyenup.com/truyen-tranh/fujimi-lovers-64190
Hyouka,Chapter 105,"Thể loại:Drama, Manga, Mystery, Romance, School Life, Shounen",Tình trạng:Đang tiến hành,Bình luận:495,Tác giả:Task Ohna - Yonezawa Honobu,"Ai đã xem Anime rồi thì bít ha~ Câu chuyện xoay quanh Houtarou, 1 tên luôn tìm cách để ""tiết kiệm năng lượng"" hết mức có thể. Cậu bị chị mình ép phải gia nhập câu lạc bộ văn học cổ điển để duy trì nó. Cậu đã cùng những người bạn của mình tìm thấy một tuyển tập có tên là Hyouka, và từ đó đến gần hơn với những bí ẩn 33 năm trước...",//st.nettruyenup.com/data/comics/45/hyouka.jpg,https://www.nettruyenup.com/truyen-tranh/hyouka-26050
Summer Time Render,Chapter 139,"Thể loại:Action, Chuyển Sinh, Drama, Manga, Shounen, Supernatural, Trinh Thám",Tình trạng:Hoàn thành,Bình luận:1.654,Tác giả:Tanaka Yasuki,"Shinpei trở về quê nhà để dự đám tang của bạn cậu ấy. Mọi thứ có vẻ sẽ ổn, cho đến ngày hôm sau, khi cậu thấy thứ lẽ ra không tồn tại..",//st.nettruyenup.com/data/comics/81/summer-time-render.jpg,https://www.nettruyenup.com/truyen-tranh/summer-time-render-182570
Tôi không yêu gái 3d,Chapter 71,"Thể loại:Comedy, Drama, Ecchi, Harem, Manga, Romance, School Life",Tình trạng:Đang tiến hành,Bình luận:3.067,Tác giả:Tao Noritake,"Aramiya Seiichi là một nam sinh trung học bình thường… và tự nhận mình là một Otaku đam mê Eroge, cậu đã từ bỏ niềm tin vào con gái ở thế giới 3D vì một sự cố. Một ngày nọ, sau khi cậu đã mua một mớ vật liệu mới sau khi chịu đựng sự thất vọng tràn trề bởi một nhân vật eroge hoản hảo lại là “hàng xài rồi”, cậu đã bắt gặp một cô gái trông ngây thơ vô số tội sắp bị cưỡng bức bởi một lũ “bụi đời chợ lớn”. Dù vô tình, cậu đã cứu cô gái. Ngày hôm sau, khi đi học lại, cậu mới biết hóa ra đó là bạn cùng lớp của cậu, Ayame, một người hư hỏng đáng sợ có đủ mọi tin đồn về cô ấy—đặc biệt là tin cô ấy là “hàng xài rồi”. Và có vẻ như cô ấy đang cố gắng thay đổi diện mạo để trở thành cô gái lý tưởng của cậu rồi khiến cậu ta phải xiêu lòng trước mình.",//st.nettruyenup.com/data/comics/134/toi-khong-yeu-gai-3d.jpg,https://www.nettruyenup.com/truyen-tranh/toi-khong-yeu-gai-3d-185660
Bạn Gái Tôi Mới 30+,Chapter 123,"Thể loại:Chuyển Sinh, Drama, Manhua, Ngôn Tình, Romance, Truyện Màu",Lượt xem:6.251K,Theo dõi:30K,Tình trạng:Đang tiến hành,"Người yêu ôm toàn bộ tài sản bỏ trốn. Suốt ngần ấy thời gian bên nhau, không ngờ Hạ Nhược Khê chỉ toàn bị rơi vào cạm bẫy do người ta dày công sắp đặt! Khi thời gian quay ngược lại, lúc Hạ Nhược Khê trùng sinh, phải đi đâu về đâu? Là thay đổi hình tượng của mình? Là chú trọng vào sự nghiệp? Hay là thuê sói con để đối phó vận đào hoa? ""Dù là 30 tuổi, nhưng tôi vẫn rất phong độ nha!""",//st.nettruyenup.com/data/comics/44/ban-gai-toi-moi-30.jpg,https://www.nettruyenup.com/truyen-tranh/ban-gai-toi-moi-30-338360
Rocopon,Chapter 28.6,Tác giả:Yukinaga Chicchi - Nadai Nishi,Lượt xem:416K,Theo dõi:7.151,Tình trạng:Hoàn thành,"8 năm trước, một người ngoài hành tinh đã tới Trái Đất và hiện tại anh ta đã được cấp quyền công dân và được đặt dưới dự quản lý của Bộ Quốc Phòng Nhật Bản. Trông bề ngoài chỉ là một thằng cha vô công rồi nghề nhưng thực tế anh ta hiện đang làm việc cho Bộ Quốc Phòng nhưng làm việc gì thì...",//st.nettruyenup.com/data/comics/223/rocopon.jpg,https://www.nettruyenup.com/truyen-tranh/rocopon-573110
Thế Giới Của Những Kẻ Tâm Thần,Chapter 2.2,"Thể loại:Action, Drama, Horror, Manga, Shounen",Tình trạng:Đang tiến hành,Bình luận:41,Tác giả:Oba Takahiro - Inoryuu Hajime,"Cô gái ấy đã bị sát hại. Xác của cô được chia thành hai mảnh bằng nhau. Nhưng chẳng may thay, sự ra đi của cô lại sớm bị chìm vào quên lãng, và tên thủ phạm cũng chưa được tìm ra. Suy cho cùng, trên thế giới này, kẻ yếu sẽ luôn bị kẻ mạnh chà đạp. Tuy nhiên, 12 năm sau, người bạn thời thơ ấu của cô, Inobu Mamoru, đã quyết định sẽ trả thù... để chôn kẻ sát nhân đã bị thế giới lãng quên kia bằng chính đôi tay mình. Hành trình trả thù đầy khắc nghiệt của anh bắt đầu!",//st.nettruyenup.com/data/comics/175/the-gioi-cua-nhung-ke-tam-than.jpg,https://www.nettruyenup.com/truyen-tranh/the-gioi-cua-nhung-ke-tam-than-64431
Bí Ngô Cuồng Sát - Pumpkin Night,Chapter 86,"Thể loại:Action, Adult, Adventure, Drama, Fantasy, Horror, Manga, Mature, Sci-fi",Lượt xem:18M,Theo dõi:54K,Tình trạng:Đang tiến hành,Một kẻ giết người đeo mặt nạ bí ngô? Nguyên nhân của tội ác này là ...? Truyện không dành cho lứa tuổi dưới 18,//st.nettruyenup.com/data/comics/75/bi-ngo-cuong-sat-pumpkin-night.jpg,https://www.nettruyenup.com/truyen-tranh/bi-ngo-cuong-sat-pumpkin-night-182510
